Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
Zach Remillard,CHW,47,145,1,16,17,4,0.055172413,0.289655172,0.07518797,0.355555555,0.2481203,0.295774647,0.32330827,0.272068857,,68.47201503,1.87750918,-3.619789169,-0.751725048,0.05767427
Ivan Castillo,SDP,3,4,0,0,1,0,0.25,0,0,0.333333333,0.333333333,0.5,0.333333333,0.392693013,,151.5625786,-0.00684504,0.255723984,0.160042102,0.055186953
Xavier Edwards,MIA,22,58,0,11,3,1,0.017241379,0.120689655,0.054545455,0.333333333,0.29090909,0.315789473,0.345454545,0.291623325,,80.38765514,0.584607851,-0.826594473,-0.631414019,0.050932206
Deven Marrero,- - -,15,25,1,4,1,2,0.12,0.36,0.136363636,0.166666666,0.136363636,0.24,0.272727272,0.233591247,,44.74612507,-0.117112593,-1.801365787,1.481068604,0.048808115
Nathan Lukes,TOR,29,31,0,4,2,0,0.129032258,0.29032258,0.115384615,0.277777777,0.192307692,0.29032258,0.307692307,0.265874993,,66.69232596,0.646150317,-0.595476518,-0.020698011,0.044031795
Drew Maggi,PIT,3,6,0,1,1,0,0,0.166666666,0.166666667,0.4,0.333333333,0.333333333,0.5,0.354251822,,120.6709943,-0.00769281,0.1461738,0.088170098,0.043615441
Nate Eaton,KCR,72,178,1,18,13,14,0.06741573,0.286516853,0.081761006,0.281818181,0.201257861,0.265536723,0.283018867,0.246183558,,51.90584143,4.016519796,-6.278719402,0.462666273,0.042385627
Estevan Florial,NYY,36,90,1,10,7,4,0.133333333,0.288888888,0.066666667,0.270833333,0.186666666,0.322222222,0.253333333,0.274130255,,74.10265145,0.959025377,-1.518713163,-0.876016311,0.042239864
Forrest Wall,ATL,9,6,0,3,0,2,0,0.333333333,0.333333333,0.5,0.333333333,0.333333333,0.666666666,0.414373318,,161.6500176,-0.022875994,0.436022067,-0.218622692,0.041928496
Jaylin Davis,- - -,17,36,0,5,2,0,0.083333333,0.333333333,0.060606061,0.428571428,0.272727272,0.333333333,0.333333333,0.298786637,,90.11219944,-0.141390803,-0.696073824,-0.140422501,0.038819474
Derek Fisher,MIL,4,8,0,1,1,0,0,0.125,0.25,0.285714285,0.25,0.25,0.5,0.305879384,,89.37577434,-0.00342252,-0.111624733,0.19246491,0.035097997
Terrance Gore,NYM,10,8,0,1,0,3,0,0.375,0,0.25,0.142857142,0.142857142,0.142857142,0.126264427,,-22.15271201,0.69586093,-0.439514361,0.49332197,0.034041263
Mark Kolozsvary,- - -,11,21,1,3,3,0,0.047619047,0.428571428,0.25,0.3,0.2,0.238095238,0.45,0.293693094,,82.20920247,-0.208278163,-0.642349441,0.242976374,0.032548759
Mike Brosseau,- - -,156,407,15,40,49,4,0.081081081,0.297297297,0.167582417,0.278260869,0.217032967,0.294840294,0.384615384,0.298178379,,90.20663441,-0.695916998,-5.785444281,-8.055367105,0.030285054
Vinny Capra,- - -,17,28,0,5,1,0,0.142857142,0.214285714,0.043478261,0.235294117,0.173913043,0.296296296,0.217391304,0.246713588,,51.13597836,0.05681152,-1.650678972,0.981174119,0.027725468
Dane Myers,MIA,22,70,1,9,9,1,0.028571428,0.271428571,0.089552239,0.354166666,0.268656716,0.285714285,0.358208955,0.27823985,,71.41597665,0.354039028,-2.128254678,0.001673304,0.024940864
Nick Gonzales,PIT,31,112,2,11,13,0,0.035714285,0.276785714,0.137254902,0.28169014,0.215686274,0.267857142,0.352941176,0.269551699,,63.89184901,-0.484425012,-5.501551388,1.912648976,0.02135073
Jacob Amaya,MIA,4,9,0,1,2,1,0,0.111111111,0,0.25,0.222222222,0.222222222,0.222222222,0.196086884,,16.34433071,0.584614389,-0.349434602,0.257792003,0.021303651
José Fermín,STL,13,32,0,1,0,0,0.09375,0.125,0,0.208333333,0.178571428,0.258064516,0.178571428,0.209677219,,28.44355375,0.03845752,-2.802276093,1.906726032,0.019027743
Buddy Kennedy,ARI,40,123,1,11,13,0,0.097560975,0.235772357,0.093457944,0.265822784,0.205607476,0.292682926,0.29906542,0.267628348,,68.28057957,0.047397758,-4.586301735,0.577422198,0.016898222
Jon Jay,LAA,5,14,0,2,1,0,0,0.142857142,0,0.416666666,0.357142857,0.357142857,0.357142857,0.313948223,,96.60608298,0.082887402,0.024713086,-0.337593004,0.016725465
Eric Campbell,SEA,4,12,0,1,0,0,0.083333333,0.083333333,0,0.3,0.272727272,0.333333333,0.272727272,0.277406842,,77.89766277,0.186309923,-0.138419377,-0.117497399,0.015566091
Nick Ciuffo,BAL,2,6,0,0,0,0,0.166666666,0.166666666,0.2,0.25,0.2,0.333333333,0.4,0.322227836,,102.1701888,-0.00342252,0.012519773,-0.074251994,0.014423898
John Andreoli,SDP,7,7,0,2,0,0,0.142857142,0.428571428,0.166666667,0.333333333,0.166666666,0.285714285,0.333333333,0.276195288,,75.84937561,0.096577482,-0.118638875,-0.0264672,0.009067191
Miguel Sanó,MIN,155,603,31,69,78,3,0.112769485,0.344941956,0.220754717,0.269624573,0.207547169,0.300165837,0.428301886,0.313186447,,99.49985655,-2.953747227,-2.681147526,-17.33483064,0.006749966
Tzu-Wei Lin,MIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0.059220401,0.005938347
José Rodríguez,CHW,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0.05235378,0.005212184
Rob Brantly,NYY,7,24,0,0,0,0,0,0.166666666,0.086956522,0.210526315,0.173913043,0.208333333,0.260869565,0.207632167,,29.98467603,-0.110267561,-2.191964754,1.394357495,0.003873269
Lawrence Butler,OAK,31,95,4,6,9,0,0.031578947,0.27368421,0.153846154,0.262295081,0.219780219,0.252631578,0.373626373,0.270121542,,72.6978196,-0.338470586,-3.45740346,0.232489403,0.001864591
Ali Sánchez,STL,2,4,0,0,0,0,0,0,0.5,0.5,0.5,0.5,1,0.620824993,,297.0694558,-1.200000048,-0.196475087,0.0771605,0.001531547
Jack Kruger,LAA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0.00857339,0.0008597
Marcus Wilson,SEA,3,6,0,1,0,0,0.166666666,0.666666666,0,1,0.2,0.333333333,0.2,0.262099167,,72.12698756,0.091721841,-0.096471165,-0.0865396,0.000851501
Luis Marté,MIA,4,7,0,2,0,0,0.142857142,0.285714285,0,0.25,0.166666666,0.285714285,0.166666666,0.224396007,,36.53819332,0.293154972,-0.272379838,0.0414806,0.000464251
Cory Spangenberg,STL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0.00171468,0.000180035
Rafael Marchán,PHI,20,56,1,7,4,0,0.071428571,0.178571428,0.115384616,0.268292682,0.23076923,0.285714285,0.346153846,0.276687739,,70.1021587,0.055507243,-2.075950515,0.167366028,-0.002441954
Jacob Wilson,- - -,12,21,0,3,1,0,0.047619047,0.142857142,0.15,0.176470588,0.15,0.19047619,0.3,0.208590576,,29.61400519,0.49315496,-1.316549172,0.564516933,-0.003260886
Cody Thomas,OAK,29,78,1,2,2,0,0.076923076,0.371794871,0.083333333,0.404761904,0.25,0.307692307,0.333333333,0.285358764,,85.46954195,-0.718318927,-2.016763715,-0.609488994,-0.007924917
David Fry,CLE,53,106,4,12,13,2,0.075471698,0.264150943,0.168421053,0.285714285,0.231578947,0.311320754,0.4,0.312075464,,99.29961209,0.607679758,0.518404812,-4.218612015,-0.008062576
Joe Perez,HOU,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.242922287,0.129117351,-0.008604609
Mickey McDonald,OAK,4,6,0,0,0,0,0.333333333,0.5,0,0,0,0.333333333,0,0.229581336,,49.60993712,-0.00827816,-0.348501788,0.070964009,-0.009073491
Josh H. Smith,TEX,160,480,7,51,29,5,0.110416666,0.21875,0.089108911,0.236486486,0.190594059,0.304621848,0.27970297,0.270953832,,69.70157834,-0.096687322,-16.91947808,1.019325532,-0.009850881
Jordan Lawlar,ARI,8,22,0,2,0,1,0.045454545,0.363636363,0,0.25,0.15,0.227272727,0.15,0.184966358,,8.797739652,0.461535964,-2.027665518,1.160065979,-0.01199771
Corey Ray,MIL,1,3,0,1,0,0,0.333333333,0.333333333,0,0,0,0.333333333,0,0.230572343,,40.43286752,-0.00342252,-0.23092012,-0.009788999,-0.014015298
Ryan McBroom,KCR,7,9,0,1,0,0,0.111111111,0.666666666,0,1,0.25,0.333333333,0.25,0.272203008,,66.32609449,-0.01026756,-0.381322338,-0.108024999,-0.018148301
Victor Reyes,DET,168,556,8,53,56,7,0.037769784,0.237410071,0.127862596,0.323907455,0.25572519,0.28700361,0.383587786,0.289632041,,85.16835133,1.441134872,-8.102500963,-10.20308006,-0.01866446
Símon Muzziotti,PHI,9,9,0,0,0,0,0,0.222222222,0,0.2,0.142857142,0.25,0.142857142,0.200507998,,23.24509052,-0.108278162,-0.910870503,0.423289299,-0.01925363
Alfonso Rivas,- - -,163,447,7,41,38,7,0.093959731,0.304250559,0.107142858,0.341269841,0.237244897,0.321348314,0.344387755,0.296997339,,88.26020619,1.463208327,-4.624201213,-10.65266897,-0.020848631
Yusniel Díaz,BAL,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.24232829,0.00130397,-0.021962181
Wilfredo Tovar,NYM,6,12,0,0,1,0,0.083333333,0.333333333,0,0.285714285,0.181818181,0.25,0.181818181,0.204152256,,28.14723107,0.089732442,-1.007942185,0.378205698,-0.022659472
Tyler Ladendorf,CHC,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.264732612,0,-0.023172192
Jack Larsen,SEA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.239587288,-0.013144091,-0.023191379
Cody Wilson,WSN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,-100,0,-0.26650661,0,-0.023350081
Daz Cameron,DET,56,185,5,22,21,8,0.081081081,0.313513513,0.149700599,0.278846153,0.203592814,0.281081081,0.353293413,0.280223468,,77.58194886,3.459195923,-1.482017587,-4.96726802,-0.027239316
Eguy Rosario,SDP,11,21,1,1,2,0,0.047619047,0.333333333,0.15,0.25,0.2,0.238095238,0.35,0.254252712,,62.6673079,-0.323663785,-1.282875374,0.26126381,-0.02873172
Brian Miller,MIA,5,11,0,1,0,0,0,0.272727272,0,0.375,0.272727272,0.272727272,0.272727272,0.239742279,,46.51191065,0.089732442,-0.659296572,-0.004625201,-0.029461378
Ryan Lavarnway,CLE,9,30,0,2,0,0,0.033333333,0.333333333,0.107142857,0.388888888,0.25,0.275862068,0.357142857,0.27354783,,73.36962706,-0.717112588,-1.695251493,0.365853027,-0.030235313
Mason McCoy,TOR,6,1,0,2,0,0,0,1,0,0,0,0,0,0,,-100,0.200000003,-0.06116537,-0.278667688,-0.030433515
Ford Proctor,SFG,7,22,1,3,6,0,0.09090909,0.136363636,0.166666666,0.0625,0.111111111,0.181818181,0.277777777,0.196969956,,25.13540251,0.387582765,-1.525992342,0.47816059,-0.031941447
Taylor Jones,HOU,36,109,2,11,16,0,0.036697247,0.266055045,0.155339806,0.31081081,0.242718446,0.266055045,0.398058252,0.280622554,,77.30178403,-1.761605406,-4.788806018,0.739860058,-0.032757709
Jason Krizan,SFG,3,10,0,0,0,0,0.2,0.3,0,0.2,0.125,0.3,0.125,0.226133901,,45.07702351,0.187582762,-0.450534368,-0.201908603,-0.033014557
Alexander Canario,CHC,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.265124373,-0.108024999,-0.033768808
Pedro Severino,- - -,121,440,11,32,47,0,0.084090909,0.263636363,0.133501259,0.316363636,0.246851385,0.309090909,0.380352644,0.299465796,,87.00079676,-3.859524773,-10.85370953,-4.587790553,-0.034494725
Dillon Thomas,- - -,12,23,0,3,2,0,0.086956521,0.565217391,0,0.285714285,0.1,0.217391304,0.1,0.167852479,,2.000781858,0.680021162,-1.984350034,0.889222998,-0.034723906
Bryce Johnson,SFG,41,67,1,8,5,3,0.074626865,0.328358208,0.065573771,0.205128205,0.147540983,0.208955223,0.213114754,0.192500041,,18.78331286,2.018347432,-4.551113827,1.970044501,-0.035210475
Jonathan Ornelas,TEX,8,8,0,2,0,0,0,0.5,0,0.333333333,0.142857142,0.25,0.142857142,0.20105812,,18.50649769,-0.01538562,-0.799353123,0.169204,-0.035541862
Kevin Plawecki,- - -,128,359,4,30,28,0,0.072423398,0.161559888,0.083076923,0.295454545,0.252307692,0.31652661,0.335384615,0.291145507,,79.36132084,-2.653245475,-10.98939763,-0.971452093,-0.03555653
Max Schrock,CIN,66,161,3,20,15,1,0.055900621,0.186335403,0.132450331,0.310924369,0.264900662,0.304347826,0.397350993,0.300065986,,80.98850237,-0.24611651,-3.807532172,-1.875576913,-0.037551068
Wynton Bernard,COL,12,42,0,9,3,3,0,0.19047619,0.023809524,0.352941176,0.285714285,0.285714285,0.309523809,0.261520021,,50.77927762,0.457290148,-1.944547299,0.142163593,-0.040187499
Nate Mondou,OAK,1,3,0,0,0,0,0.333333333,0.333333333,0,0,0,0.333333333,0,0.229581336,,49.60993712,-0.00413908,-0.174250894,-0.315668596,-0.041406278
Joseph Odom,TBR,2,2,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,0,-0.512275215,0.0171468,-0.042777806
Joey Ortiz,BAL,15,34,0,4,4,0,0,0.264705882,0.03030303,0.28,0.212121212,0.205882352,0.242424242,0.192278406,,15.98709474,0.253843151,-3.181024525,1.584214956,-0.043399554
Tyler Payne,CHC,1,2,0,0,0,0,0,1,0,0,0,0,0,0,,-100,0,-0.529465224,0.0257202,-0.043765282
Drew Jackson,OAK,3,3,0,0,0,0,0,0.333333333,0,0,0,0,0,0,,-100,0,-0.717276882,0.199101105,-0.044373085
Lewis Brinson,- - -,105,329,12,29,37,2,0.045592705,0.261398176,0.167741936,0.262910798,0.219354838,0.256880733,0.387096774,0.276573328,,71.60359232,-0.213133786,-12.05624481,0.452535078,-0.049659805
Connor Kaiser,COL,3,4,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,0,-1.140013484,0.499560397,-0.050238318
Yermín Mercedes,- - -,99,345,8,35,45,0,0.084057971,0.182608695,0.127795527,0.304526748,0.26198083,0.327536231,0.389776357,0.313570746,,99.13510402,-1.138975032,-1.486558537,-10.73329985,-0.051614914
Andrew Velazquez,- - -,207,511,12,60,37,34,0.050880626,0.336594911,0.112765958,0.276816608,0.19574468,0.241035856,0.308510638,0.242366465,,51.07503068,7.369579383,-21.39382396,4.077949941,-0.052229941
Jordan Groshans,MIA,17,65,1,9,2,0,0.061538461,0.2,0.049180328,0.319148936,0.262295081,0.307692307,0.311475409,0.278226784,,76.82288693,-0.278642526,-2.028968889,-0.687678039,-0.05455578
JJ Bleday,- - -,142,522,15,55,43,9,0.130268199,0.254789272,0.157303371,0.225165562,0.186516853,0.296934865,0.343820224,0.286603258,,83.46509483,1.654018052,-8.419769834,-9.71081993,-0.056374062
Braden Bishop,SEA,8,5,0,1,0,0,0,0.4,0,0.5,0.25,0.25,0.25,0.219763756,,38.94400582,0.096577482,-0.277188991,-0.466316,-0.057376796
Hunter Owen,PIT,3,5,0,0,0,0,0,0.6,0,0,0,0.2,0,0.144386399,,-17.10188895,-0.00342252,-0.74881117,-0.01896895,-0.060119601
Jacob Nottingham,- - -,15,45,3,5,6,0,0.044444444,0.444444444,0.25,0.166666666,0.15,0.222222222,0.4,0.263258182,,65.36242725,0.079464882,-1.805360016,-0.339801013,-0.061365
Enmanuel Valdez,BOS,41,127,5,14,15,4,0.05511811,0.251968503,0.169491526,0.296296296,0.245762711,0.293650793,0.415254237,0.30626066,,86.82823172,1.069418114,-0.942141434,-4.035758197,-0.063881841
Samad Taylor,KCR,31,69,0,11,4,8,0.101449275,0.318840579,0.066666666,0.307692307,0.2,0.279411764,0.266666666,0.248053375,,48.71959053,1.776915073,-2.477948756,-0.537870005,-0.065698606
Payton Henry,MIA,20,51,0,2,4,0,0.117647058,0.25490196,0.023255814,0.266666666,0.186046511,0.31372549,0.209302325,0.254707492,,58.99941789,-0.259219972,-2.730741867,0.393109981,-0.066175604
Troy Stokes Jr.,PIT,8,20,0,2,2,1,0.05,0.25,0.055555555,0.153846153,0.111111111,0.2,0.166666666,0.176717702,,3.910594198,0.689732443,-1.756819124,0.410172001,-0.067556222
Dexter Fowler,LAA,7,21,0,3,1,1,0.047619047,0.285714285,0,0.357142857,0.25,0.285714285,0.25,0.242237721,,48.14604243,0.279464885,-1.053759452,-0.347025096,-0.068314756
Johneshwy Fargas,- - -,22,54,0,4,5,1,0.018518518,0.277777777,0.134615384,0.351351351,0.25,0.264150943,0.384615384,0.275189949,,73.02006725,-1.769448695,-3.624190638,1.097599991,-0.071160672
Jared Hoying,TOR,2,3,0,0,0,0,0,0.333333333,0,0,0,0,0,0,,-100,0,-0.798805827,-0.0308642,-0.072888399
Jarrod Dyson,- - -,102,149,0,17,10,10,0.067114093,0.22147651,0.081481481,0.27184466,0.207407407,0.260273972,0.288888888,0.242785793,,46.51372007,0.804131966,-8.953191253,3.081390008,-0.076879688
Mark Contreras,MIN,28,61,3,9,6,1,0.016393442,0.344262295,0.172413793,0.114285714,0.120689655,0.147540983,0.293103448,0.189147378,,17.70350491,0.579304608,-5.069798419,2.388850972,-0.077475575
Sean Kazmar Jr.,ATL,3,2,0,0,0,0,0,0,0,0,0,0,0,0,,-100,-0.200000003,-0.735417228,-0.108024999,-0.077828541
Jo Adell,LAA,128,439,13,41,56,6,0.045558086,0.330296127,0.163017031,0.322834645,0.231143552,0.274599542,0.394160583,0.289599017,,83.36272045,0.556577381,-7.758491156,-7.205106558,-0.078173073
Mason Williams,NYM,17,37,1,3,1,0,0.108108108,0.243243243,0.121212121,0.260869565,0.212121212,0.297297297,0.333333333,0.269961006,,70.91708967,-0.446703156,-1.816601874,-0.217263982,-0.079109922
Ryan Dorow,TEX,3,7,0,0,0,0,0.142857142,0.428571428,0,0,0,0.142857142,0,0.098816718,,-48.61640283,0.096577482,-1.177121541,0.140182499,-0.079929628
Nomar Mazara,- - -,105,352,5,28,37,0,0.071022727,0.241477272,0.098765433,0.306382978,0.23765432,0.295454545,0.336419753,0.280008065,,79.66552264,0.080979683,-8.637030524,-4.232039928,-0.080482987
Wilmer Difo,- - -,119,246,4,25,24,1,0.081300813,0.223577235,0.111111111,0.329341317,0.262222222,0.321138211,0.373333333,0.304119459,,86.9772876,1.377536186,-2.661560335,-6.35550116,-0.081118467
Pete Kozma,OAK,3,12,0,0,0,0,0.083333333,0.333333333,0,0.142857142,0.09090909,0.166666666,0.09090909,0.130897671,,-20.68133439,0.093154962,-1.679904824,0.450352997,-0.082065511
Danny Mendick,- - -,136,358,6,40,39,1,0.07821229,0.223463687,0.098765432,0.292887029,0.234567901,0.300561797,0.333333333,0.282496668,,79.05730705,0.812458351,-8.688177303,-4.543148404,-0.082150512
Sam Hilliard,- - -,191,516,19,73,54,14,0.100775193,0.343023255,0.176086956,0.285714285,0.206521739,0.288759689,0.382608695,0.290909226,,69.31476281,4.042300279,-14.84264065,-3.131432055,-0.082306378
Yohel Pozo,TEX,21,77,1,8,9,0,0.038961038,0.129870129,0.094594595,0.317460317,0.283783783,0.311688311,0.378378378,0.300170798,,87.45330332,-0.465027884,-1.647857403,-1.822100058,-0.083403368
Brian O'Grady,SDP,32,61,2,8,9,0,0.13114754,0.278688524,0.176470588,0.181818181,0.156862745,0.266666666,0.333333333,0.265148189,,68.6697397,0.362352287,-2.070651073,-0.831661016,-0.085218519
Donny Sands,PHI,3,4,0,0,0,0,0.25,0.25,0,0,0,0.25,0,0.172186002,,3.87917407,-0.404139086,-0.850847182,-0.100877898,-0.085731832
Luis Campusano,SDP,71,243,7,28,32,0,0.049382716,0.176954732,0.123348018,0.284916201,0.255506607,0.296296296,0.378854625,0.293882411,,89.22597436,-3.277199963,-6.537561542,-2.416524962,-0.086980628
Kramer Robertson,STL,2,1,0,0,1,0,0,0,0,0,0,0,0,0,,-100,0,-0.244490292,-0.62530598,-0.087776479
Albert Almora Jr.,- - -,111,289,5,29,29,3,0.065743944,0.217993079,0.11235955,0.245,0.202247191,0.256944444,0.314606741,0.25358952,,56.57025294,-3.018426486,-18.26944119,7.456869885,-0.088099162
Rodolfo Castro,- - -,191,618,22,55,58,6,0.082524271,0.278317152,0.163375225,0.276712328,0.220825852,0.294498381,0.384201077,0.297466261,,85.33050709,-4.35883306,-15.70324467,-6.530281171,-0.088195123
Humberto Arteaga,WSN,1,4,0,0,1,0,0,0,0,0,0,0,0,0,,-100,0,-1.066026441,0.049282219,-0.08845853
Pablo Sandoval,ATL,69,86,4,11,11,0,0.127906976,0.290697674,0.164383562,0.204545454,0.178082191,0.302325581,0.342465753,0.290585194,,78.56713098,-0.775295426,-3.121833643,-0.663696704,-0.089434422
Bryan Lavastida,CLE,6,15,0,0,0,0,0.2,0.266666666,0,0.125,0.083333333,0.266666666,0.083333333,0.196672201,,23.96317982,-0.116556322,-1.400019834,0.058642,-0.090672371
Luis Torrens,- - -,179,567,18,53,65,0,0.072310405,0.276895943,0.15057915,0.304597701,0.239382239,0.296296296,0.389961389,0.297038744,,92.31827426,-2.590377324,-7.477126604,-12.31489102,-0.092438349
Ryan Vilade,COL,3,7,0,0,0,0,0.142857142,0.142857142,0,0,0,0.142857142,0,0.098816718,,-59.20302656,0.096577482,-1.322147547,0.139881499,-0.094934395
Taylor Gushue,CHC,2,4,0,0,0,0,0,0.75,0,0,0,0,0,0,,-100,0,-1.058930449,-0.037609996,-0.096460125
Jack López,BOS,7,16,0,2,0,0,0.0625,0.375,0.153846154,0.285714285,0.153846153,0.214285714,0.307692307,0.226786929,,33.54419515,0.296577492,-1.005254485,-0.513351172,-0.097307742
Wade Meckler,SFG,20,64,0,6,4,0,0.09375,0.390625,0.017857143,0.419354838,0.232142857,0.328125,0.25,0.272813085,,71.65285893,0.946143821,-1.30457378,-1.85383898,-0.098070014
Michael Stefanic,LAA,39,102,0,9,3,0,0.107843137,0.156862745,0.034090909,0.222222222,0.181818181,0.287128712,0.21590909,0.240712739,,49.19577283,0.560400349,-5.402536396,1.133166272,-0.101821798
Trey Amburgey,NYY,2,4,0,0,0,0,0,0.5,0,0,0,0,0,0,,-100,-0.200000003,-1.235746421,0.078868601,-0.102263591
David Bote,CHC,138,454,12,47,47,1,0.072687224,0.259911894,0.142506142,0.270462633,0.216216216,0.286975717,0.358722358,0.283879039,,78.46420244,-3.274793739,-15.86801749,-0.676552908,-0.102721232
Hunter Goodman,COL,17,62,1,6,17,1,0.064516129,0.241935483,0.232142857,0.309523809,0.25,0.29032258,0.482142857,0.318647542,,83.87667827,-0.17692811,-1.417088848,-1.75763303,-0.106455325
Scott Hurst,STL,7,5,0,0,0,0,0,0.2,0,0,0,0,0,0,,-100,0.100000001,-1.213873034,-0.0168535,-0.106541718
Alex Blandino,CIN,43,82,0,9,5,1,0.097560975,0.341463414,0.057142857,0.333333333,0.2,0.31707317,0.257142857,0.270470907,,61.46889805,0.424704577,-3.597592585,-0.24970901,-0.109124415
José Devers,MIA,21,46,0,7,5,0,0.065217391,0.239130434,0.073170731,0.322580645,0.243902439,0.304347826,0.31707317,0.27555257,,69.78542766,0.462352281,-1.307036029,-1.339830995,-0.110213148
Brewer Hicklen,KCR,6,4,0,1,0,0,0,1,0,0,0,0,0,0,,-100,-0.100000001,-1.09560915,-0.081545496,-0.110218969
Ender Inciarte,- - -,63,97,2,12,10,1,0.072164948,0.226804123,0.091954023,0.25,0.206896551,0.263157894,0.298850574,0.248946585,,52.13321547,0.527410531,-5.265217532,0.931793988,-0.110926316
Nick Maton,- - -,180,509,15,58,63,3,0.113948919,0.277013752,0.152968036,0.264808362,0.207762557,0.305719921,0.360730593,0.294904259,,84.4831956,2.050081159,-7.648333786,-11.1751568,-0.112372073
Pete Crow-Armstrong,CHC,4,10,0,0,1,0,0.1,0.4,0,0,0,0.111111111,0,0.077334775,,-61.86482814,-0.430568811,-2.438663828,0.930387221,-0.116351323
Jason Martin,TEX,58,154,6,14,17,3,0.051948051,0.266233766,0.145833333,0.244897959,0.208333333,0.248366013,0.354166666,0.25985596,,60.2096132,0.681423959,-6.820988074,0.361879945,-0.118593664
Narciso Crook,CHC,4,9,0,1,2,0,0,0.333333333,0.125,0.333333333,0.25,0.222222222,0.375,0.238370107,,50.96674666,-0.804139092,-1.316858264,-0.150203798,-0.122095548
Ben Gamel,- - -,243,838,17,87,74,8,0.118138424,0.244630071,0.137741046,0.3064833,0.238292011,0.332535885,0.376033057,0.312568037,,95.58509261,1.074822405,-3.310034974,-26.22165449,-0.128631757
Brendon Davis,DET,3,11,0,2,0,1,0.09090909,0.272727272,0,0.285714285,0.2,0.272727272,0.2,0.223313272,,40.52383171,0.187582762,-0.548631095,-1.038529076,-0.129856596
Nick Plummer,NYM,14,31,2,4,6,0,0.032258064,0.387096774,0.24137931,0.133333333,0.137931034,0.193548387,0.379310344,0.248331872,,61.31414182,0.187582762,-1.205767383,-1.08119601,-0.130105132
Yadiel Hernandez,WSN,206,616,18,63,73,5,0.066558441,0.21590909,0.14059754,0.322274881,0.270650263,0.319805194,0.411247803,0.317551799,,100.5147704,-6.876000757,-6.543198306,-15.50120997,-0.132156208
Brian O'Keefe,SEA,10,25,0,0,2,0,0.12,0.36,0.090909091,0.23076923,0.136363636,0.24,0.227272727,0.218034434,,37.40314998,-0.123663782,-2.025444091,-0.207928279,-0.136643501
Chad Wallach,- - -,99,274,8,23,25,0,0.0729927,0.357664233,0.14516129,0.277777777,0.193548387,0.254612546,0.338709677,0.259143776,,59.75419224,-2.034819439,-15.40515546,4.858094901,-0.138803668
Chad Pinder,OAK,186,612,18,68,69,3,0.049019607,0.294117647,0.156521739,0.313157894,0.238260869,0.27704918,0.394782608,0.290659496,,90.44730706,-0.746454994,-7.3675011,-14.04471004,-0.140645913
Johan Camargo,- - -,75,204,3,9,17,0,0.078431372,0.230392156,0.064516129,0.272058823,0.215053763,0.280788177,0.279569892,0.255195698,,60.72485733,0.069017664,-9.63207717,1.111378708,-0.143310192
Chadwick Tromp,- - -,16,38,1,2,6,0,0,0.289473684,0.157894737,0.307692307,0.236842105,0.236842105,0.394736842,0.267789657,,67.2763169,-0.72209946,-2.402836715,-0.412665486,-0.143404152
Luis Liberato,SDP,7,5,0,0,0,0,0,0.6,0,0,0,0,0,0,,-100,0,-1.205861475,-0.341879616,-0.144762382
Anderson Tejeda,TEX,5,17,0,1,0,1,0.058823529,0.588235294,0,0.166666666,0.0625,0.117647058,0.0625,0.092398356,,-52.95376061,0.193154963,-2.9903909,0.940398782,-0.147157022
Osleivis Basabe,TBR,23,77,1,11,10,0,0.064935064,0.246753246,0.098591549,0.274509803,0.211267605,0.272727272,0.309859154,0.259798161,,65.49003507,-0.145960957,-3.341324926,-0.770332038,-0.147603061
Alejo Lopez,CIN,76,181,1,19,11,3,0.049723756,0.14917127,0.064705882,0.309859154,0.264705882,0.309392265,0.329411764,0.282488605,,74.0096523,-0.187417399,-5.789055407,-1.848517409,-0.152298259
Jorge Bonifacio,PHI,7,12,0,0,2,0,0.083333333,0.5,0,0.2,0.09090909,0.166666666,0.09090909,0.130897671,,-24.6484727,-0.00684504,-1.911064847,-0.016406101,-0.152790258
Braden Shewmake,ATL,2,4,0,0,0,0,0,0.25,0,0,0,0,0,0,,-100,0,-1.072509495,-0.608395696,-0.153822575
Bobby Bradley,CLE,82,296,16,37,41,0,0.084459459,0.364864864,0.221374046,0.262411347,0.202290076,0.283783783,0.423664122,0.30236508,,92.85656051,-1.996516707,-4.347135584,-7.130396873,-0.154644207
