Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR
Kenta Maeda,MIN,11,12,0,40,40,202.1,9.65238904,2.535420163,1.423393775,0.310280374,0.70844687,0.35714286,0.13617021,90.89147935,4.581548715,,4.117080291,4.046097636,2.977000117
Bryce Elder,ATL,14,8,0,39,38,221.1,7.034638807,3.131024209,0.853915693,0.271585557,0.76405384,0.50153374,0.10659898,90.99126072,3.415662773,,4.086809002,4.290857698,2.95033776
Alexis Díaz,CIN,16,7,47,125,0,128,11.7421889,4.429688028,0.632812575,0.20754717,0.78660436,0.34944238,0.07142857,95.33769499,1.968750235,,3.295882034,3.914682194,2.938022375
Adbert Alzolay,CHC,9,19,23,92,21,202,9.490099682,2.138614013,1.381188217,0.274131274,0.73170732,0.4411215,0.16756757,94.68956765,3.920792357,,3.95660932,3.529973944,2.931165516
Michael Lorenzen,- - -,18,17,4,70,43,275.1,6.962469959,3.301452891,1.078692529,0.263090677,0.69481383,0.4448575,0.11418685,94.84208876,4.282082463,,4.385729971,4.521950258,2.911007937
Taylor Rogers,- - -,12,16,42,164,0,154.2,11.81250223,2.967672975,0.931034659,0.313019391,0.67599068,0.44021739,0.11678832,95.34311549,3.840517968,,3.155701766,3.232188717,2.885672092
Caleb Thielbar,MIN,14,4,1,157,0,150.2,11.17035615,2.628319094,1.015486923,0.291208791,0.77291382,0.31818182,0.09497207,92.32774497,3.106195293,,3.083991432,3.560535231,2.834827811
Domingo Germán,NYY,11,17,0,57,51,279.1,8.699284198,2.577565688,1.546539413,0.254716981,0.70664629,0.40533672,0.14501511,92.92650772,4.317422528,,4.478827494,4.199256203,2.834638227
Chris Sale,BOS,11,6,0,29,29,141,11.04255364,2.553191593,1.276595796,0.316239316,0.71153846,0.41304348,0.14388489,94.1026795,4.148936339,,3.744454816,3.559495683,2.828910887
Graham Ashcraft,CIN,12,15,0,45,45,250.2,6.534574932,2.944149145,1.220744768,0.301813472,0.71383845,0.5074813,0.15044248,97.29268506,4.811170554,,4.706057419,4.376140858,2.808887005
Kyle Wright,ATL,21,8,0,38,38,208.1,8.769600254,3.024000088,0.993600029,0.295454545,0.74857608,0.55178268,0.14649682,94.83573909,3.844800111,,3.854310136,3.561254649,2.797125652
Andrew Chafin,- - -,7,11,16,192,0,172,9.994188097,3.296512304,0.784883882,0.271264368,0.72928177,0.45578231,0.09259259,91.92003689,3.087209936,,3.291123449,3.708361147,2.773067236
Jonathan Loáisiga,NYY,11,9,7,124,0,136.1,7.393644445,2.376528572,0.52811746,0.266497462,0.72128852,0.59296482,0.08080808,98.09825113,2.970660715,,3.183392461,3.616893541,2.772310584
Ian Anderson,ATL,19,11,0,46,46,240,8.287500263,4.012500128,1.050000033,0.286567164,0.74189096,0.48609078,0.13397129,94.26097592,4.237500135,,4.180732703,4.078651175,2.735209644
Hector Neris,- - -,16,14,17,208,0,200.1,11.0066569,3.459235026,0.988352865,0.258695652,0.75924076,0.37974684,0.10328638,93.83933155,3.144759115,,3.507887709,3.820578757,2.732138395
John Means,BAL,6,10,0,29,29,159.2,8.004175875,1.578288201,1.803757944,0.242009132,0.79872204,0.3304721,0.14479638,92.84147876,3.663883323,,4.597934515,4.410739915,2.69252117
Chris Paddack,- - -,8,9,0,28,27,130.2,8.19642897,1.653061305,1.033163316,0.318877551,0.6137931,0.43073048,0.10869565,94.68493699,4.89030636,,3.428045847,3.751266273,2.692313646
David Peterson,NYM,12,19,0,68,53,272.1,10.17870308,3.998776211,1.222766279,0.33428165,0.71547884,0.51643836,0.19473684,93.21438141,4.758874168,,4.216147024,3.578602162,2.676045552
Bryan Abreu,HOU,10,5,7,153,0,162.1,11.86447787,3.991786948,0.665297825,0.300546448,0.77457265,0.43882979,0.09090909,97.02346155,2.772074269,,3.024963322,3.389505962,2.673423953
Dean Kremer,BAL,20,19,0,65,64,343,7.346939,2.912536532,1.443148732,0.294768612,0.75572519,0.37944284,0.12971698,93.83449205,4.355685264,,4.710863732,4.626038693,2.66656334
Chris Stratton,- - -,19,6,11,187,1,222,9.12162315,3.243243787,0.851351494,0.300664452,0.71428571,0.41491086,0.08606557,93.11147694,3.810811449,,3.537036212,4.116322134,2.630801886
Jack Flaherty,- - -,19,12,0,53,50,255.2,9.222946912,4.013037969,1.161668886,0.312680115,0.73789847,0.41585535,0.13580247,93.49585613,4.365058844,,4.424070843,4.331212039,2.629572097
Matt Brash,SEA,13,8,4,112,5,115.1,12.71965584,4.604047207,0.468208191,0.367041199,0.74876238,0.48339483,0.07058824,97.66838673,3.667630826,,2.761542393,3.257086589,2.617466539
Paul Sewald,- - -,18,9,64,190,0,187.1,12.10676257,3.12277606,1.345195841,0.228643216,0.80774366,0.29904306,0.13084112,92.39376818,2.978647935,,3.552136835,3.472877026,2.61694181
Michael Fulmer,- - -,13,17,19,177,5,190.1,9.40980855,3.593695728,0.851138462,0.312871287,0.75795645,0.40038314,0.09137056,94.74100507,3.546410258,,3.703047153,4.160048914,2.599730227
Johan Oviedo,- - -,12,22,0,65,51,285,7.957895269,4.29473713,0.947368484,0.280146163,0.72459893,0.46919431,0.10238908,95.75217988,4.200000281,,4.453324637,4.774953679,2.574616766
Jesse Chavez,- - -,7,5,1,121,6,132,9.954546965,2.727273141,0.613636457,0.309037901,0.75136612,0.41142857,0.07758621,91.05267334,2.863636798,,2.833744988,3.340244938,2.553136898
Mike Clevinger,- - -,14,15,0,44,43,229,7.54585178,2.868995729,1.296943275,0.265432099,0.77170418,0.3259587,0.10030395,94.13359936,3.969432447,,4.561776369,4.948305582,2.532033801
Jakob Junis,- - -,11,14,1,78,27,236,8.92372921,2.211864505,1.220339037,0.325925926,0.71480671,0.43019943,0.13061224,91.72436664,4.385593415,,3.806262675,3.696998002,2.500877902
Jhoan Duran,MIN,4,10,34,112,0,126,11.92857215,2.642857303,0.857142909,0.292857143,0.81833061,0.63157895,0.19047619,101.3251359,2.142857273,,2.839394659,2.382741608,2.49758482
Yusei Kikuchi,- - -,22,22,1,90,78,411.1,9.846029615,3.610210859,1.662885002,0.293447293,0.75389948,0.44017857,0.19387755,95.11052515,4.376013162,,4.738099856,3.908859864,2.463476688
Matt Manning,DET,11,14,0,45,45,226.1,6.163475838,2.902798298,1.073637727,0.262857143,0.6661442,0.41632089,0.09407666,93.52911003,4.374079627,,4.452982356,4.990220108,2.457519889
Ryan Yarbrough,- - -,20,21,2,73,38,317,6.757097995,1.731861251,1.30599373,0.293209877,0.69178853,0.36863137,0.11386139,86.90337297,4.599369224,,4.405850614,4.640470552,2.444490969
Sam Hentges,CLE,7,8,1,139,12,178.2,9.722016621,3.425373732,0.755597147,0.337423313,0.6826087,0.54016064,0.1119403,95.41157606,4.382463451,,3.297299673,3.461040988,2.443793096
Drew Smyly,- - -,29,21,0,85,67,368,8.266304712,2.788043601,1.687500074,0.293333333,0.74864998,0.37783833,0.1503268,92.06231066,4.402174107,,4.822195448,4.429821582,2.440047108
Brusdar Graterol,LAD,9,6,11,143,3,145.1,7.121560817,2.167431553,0.495412926,0.280285036,0.74468085,0.62174941,0.08602151,99.04294415,2.724771095,,3.250782379,3.571417761,2.401584473
Tim Mayza,TOR,16,4,4,190,0,152.1,8.862147601,2.245077392,0.768052792,0.2875,0.80368906,0.58476658,0.15294118,93.67743683,2.599563296,,3.148670213,2.954852464,2.3879412
José Alvarado,PHI,11,5,15,160,0,143,12.83916289,5.601399498,0.62937073,0.319354839,0.72916667,0.56603774,0.13888889,98.45351141,3.272727797,,3.263211023,3.177651677,2.371796846
Cole Ragans,- - -,6,7,0,36,19,123.2,9.242588076,3.566037919,0.873315409,0.287037037,0.70402299,0.41616766,0.09917355,94.94920749,3.857143055,,3.656887857,3.945346141,2.371492714
Clarke Schmidt,NYY,14,13,2,61,33,210,8.742857582,2.957143006,1.157142915,0.308724832,0.70141066,0.44408428,0.11790393,94.35691164,4.200000211,,4.116635538,4.207974509,2.369838109
Alex Vesia,LAD,9,6,3,154,1,138.1,12.49156914,4.098796123,0.910843583,0.287096774,0.75459318,0.309375,0.08588957,94.12926711,2.992771772,,3.212110807,3.826048133,2.355875351
Tyler Wells,BAL,16,16,4,88,43,274.1,8.267315086,2.39489683,1.640340295,0.226703755,0.74887892,0.31716907,0.12658228,93.71973616,4.035237125,,4.592513954,4.548659275,2.350570284
José Suarez,LAA,17,19,0,53,40,234.1,8.103840991,3.302987323,1.305832198,0.286567164,0.72421361,0.43041607,0.13178295,92.82813794,4.493599033,,4.455149483,4.34672462,2.348698685
Bryce Miller,SEA,8,5,0,23,23,123,8.268293196,1.75609767,1.024390307,0.287390029,0.72123177,0.32386364,0.08974359,95.06813712,3.878049021,,3.658189415,4.283406405,2.344026804
Matthew Boyd,- - -,10,13,0,40,30,163,8.447853354,3.092024757,1.104294556,0.288546256,0.6984127,0.3875803,0.1025641,91.96764648,4.361963496,,4.136944798,4.577525613,2.338482246
Tyler Rogers,SFG,14,10,15,212,0,227,6.343612761,2.101321727,0.594713696,0.281205165,0.7578125,0.54778887,0.07575758,83.19450931,2.973568482,,3.500236704,4.070629506,2.335607678
Aaron Bummer,CHW,11,10,4,152,0,138,11.73913384,4.695653537,0.586956692,0.338235294,0.64300412,0.65895954,0.16071429,94.79628434,4.630436127,,3.238163752,3.06242278,2.332696527
Paul Blackburn,OAK,12,15,0,49,48,245.1,7.777174195,2.861413147,1.21059787,0.323369565,0.74488491,0.45347313,0.13306452,91.71689346,4.475543641,,4.275370829,4.142132767,2.305765785
Eric Lauer,MIL,22,17,0,62,57,320,8.859375396,3.375000151,1.57500007,0.258907363,0.78222778,0.33257662,0.1443299,92.74406697,3.740625167,,4.622193479,4.295467021,2.303258486
Luis García,- - -,6,10,5,154,0,150.2,9.07964732,2.807522527,0.65707974,0.289473684,0.70615034,0.55058824,0.0990991,97.66053783,3.524336789,,3.286475876,3.524985972,2.297419667
Jake Odorizzi,- - -,12,13,0,46,45,211,7.549763443,2.943128122,1.279620922,0.282679739,0.71610169,0.33437991,0.10309278,92.2820538,4.308057106,,4.377971954,4.757016962,2.279550754
JT Brubaker,PIT,8,25,0,52,52,268.1,9.257143033,3.085714344,1.509316799,0.312084993,0.70336391,0.43489254,0.16666667,93.12768079,4.997515623,,4.491916696,3.933651454,2.265499622
Matt Strahm,- - -,13,9,5,106,10,133.2,10.7730693,2.625935643,1.07730693,0.301775148,0.72931276,0.35260116,0.10457516,93.81577419,3.703242573,,3.423044541,3.70023122,2.243560426
Brooks Raley,- - -,4,7,11,180,0,154,10.63636653,3.155845016,0.759740467,0.284210526,0.71594878,0.41602067,0.09774436,91.01346046,3.389611313,,3.2578095,3.563299796,2.240104556
Carlos Carrasco,NYM,19,20,0,61,61,295.2,8.157835891,2.952649558,1.43066525,0.329896907,0.69700158,0.44978166,0.16040956,93.20196491,5.205186334,,4.547682375,4.061946693,2.229980245
Bobby Miller,LAD,10,3,0,19,19,107.1,8.301242629,2.51552807,0.922360292,0.279461279,0.70422535,0.47039474,0.10784314,99.15543892,4.024844911,,3.725653938,3.970516102,2.225244761
Yimi García,- - -,11,18,19,190,0,179.1,9.585503558,2.459108243,1.053903533,0.294117647,0.67327766,0.41632653,0.11538462,95.58986779,3.81412707,,3.576723453,3.692878196,2.190824211
Hunter Harvey,- - -,5,5,10,100,0,104,9.951924446,2.423077256,0.778846261,0.28125,0.76219512,0.42424242,0.08823529,98.23564993,2.855769624,,2.975438219,3.410365779,2.186584719
Aaron Loup,- - -,8,7,2,184,2,163,8.503069674,3.092025336,0.60736212,0.304068522,0.68882466,0.4893617,0.07971014,91.52218905,3.312884288,,3.451630462,3.949299677,2.184067935
Kutter Crawford,BOS,9,14,0,50,33,191.1,9.078397725,3.010453132,1.364111575,0.299806576,0.68563433,0.33149171,0.11196911,94.25677628,4.939024669,,4.265509073,4.44605734,2.175832145
Jason Foley,DET,3,3,7,136,0,134.2,6.816832777,1.938119123,0.334158469,0.317961165,0.75,0.56626506,0.04854369,96.38229986,3.074257919,,2.934419828,3.660780431,2.173948452
Lucas Luetge,- - -,9,6,3,118,1,141.1,9.488209361,2.483491041,0.764151089,0.334987593,0.75620767,0.39613527,0.0754717,87.61372593,3.183962873,,3.147002538,3.878059768,2.172484443
Trevor Stephan,CLE,15,12,6,175,0,191,10.69633636,3.345550139,1.130890188,0.305154639,0.77586207,0.4063745,0.11881188,96.15006377,3.486911413,,3.725419547,3.839600438,2.151351869
Andrew Abbott,CIN,8,5,0,19,19,102.2,9.818182061,3.681818273,1.227272758,0.284615385,0.7989228,0.28413284,0.09722222,92.61746935,3.681818273,,4.107218025,4.662278144,2.108512878
John Schreiber,BOS,6,5,9,106,2,110,10.3090927,3.27272784,0.654545568,0.287313433,0.77175698,0.49446494,0.08695652,94.05877627,2.86363686,,3.133912404,3.49761031,2.080633239
Patrick Corbin,WSN,25,48,0,92,92,495.1,7.122476739,2.925302947,1.707940851,0.32688588,0.68125388,0.45173267,0.1780303,92.17741371,5.687079641,,5.127420186,4.401541079,2.079267174
Zach Plesac,CLE,14,19,0,55,54,295.2,6.514092923,2.343855865,1.369785895,0.287107259,0.67261905,0.43482795,0.12534819,92.48142533,4.718151416,,4.584907699,4.584520506,2.058807692
Carlos Estévez,- - -,12,13,43,185,0,177.2,9.472796446,3.748593246,1.01313331,0.310272537,0.72850679,0.37346939,0.09803922,97.26935524,3.748593246,,3.907447243,4.318345184,2.051541656
Dustin May,LAD,7,5,0,20,20,101,8.732673267,3.207920792,0.712871287,0.225680934,0.71862348,0.4904943,0.1,97.94734184,3.207920792,,3.591632222,3.84603369,2.027216911
MacKenzie Gore,- - -,11,14,0,43,40,206.1,9.726979508,4.100161766,1.483037234,0.310280374,0.76770088,0.38365897,0.15178571,94.99529164,4.449111703,,4.629846621,4.223381739,2.001765437
Joe Mantiply,ARI,4,10,2,158,3,135,8.266669061,2.066667265,0.733333546,0.322335025,0.66624365,0.52141058,0.1047619,90.94911521,3.600001043,,3.167931046,3.371205389,1.969871067
Aroldis Chapman,- - -,15,12,44,160,0,146.2,14.54318302,6.0750005,1.043181904,0.274725275,0.77816492,0.41811847,0.15315315,98.40545834,3.436363919,,3.591092858,3.319271952,1.963730216
Michael Kopech,CHW,14,24,0,98,55,317,9.68138842,4.883280963,1.504731925,0.25477707,0.76754386,0.35980746,0.13520408,95.70422607,4.315457595,,4.967030914,4.778037041,1.948499382
Mike Minor,- - -,12,24,0,47,47,256.2,7.889610702,2.840259853,1.753246823,0.298941799,0.68561873,0.36716792,0.14705882,90.78912175,5.43506515,,5.014274043,4.657469557,1.943552405
James Kaprielian,OAK,15,20,0,64,58,314.1,7.959703277,3.750795429,1.259809152,0.278338945,0.717322,0.3531961,0.10328638,93.45303049,4.581124188,,4.607227711,4.986277123,1.943280888
Joe Kelly,- - -,5,8,4,128,1,115.1,12.09537786,4.291908272,0.624277567,0.306859206,0.63786008,0.60424028,0.12307692,98.87395117,4.447977663,,3.056894002,3.081208131,1.930225032
Jimmy Herget,- - -,6,7,9,92,2,111.2,8.462687699,2.095522668,0.725373231,0.285714286,0.73883162,0.39542484,0.07894737,92.35311362,3.304478054,,3.234333853,3.789935831,1.927742258
Jason Adam,- - -,7,5,20,134,0,128,11.4609387,3.023437815,0.843750088,0.225925926,0.81911263,0.43214286,0.10344828,94.82511292,2.390625249,,3.280971571,3.495433283,1.919059947
Chad Green,- - -,14,8,7,89,0,106,10.44339764,2.122641796,1.358490749,0.255060729,0.69852941,0.26819923,0.11764706,95.6629325,3.396226873,,3.517150671,3.75076189,1.916248489
Daniel Hudson,- - -,7,6,6,82,0,79,12.53164708,2.734177545,1.025316579,0.284090909,0.77348066,0.37912088,0.11538462,97.02802493,2.84810161,,2.839245071,3.042360883,1.904118191
Lucas Sims,CIN,12,6,11,115,0,109.2,12.31003271,5.088146855,0.902735732,0.254385965,0.6867284,0.28085106,0.09090909,94.71414148,4.185411123,,3.85979471,4.421785107,1.895454392
Nick Lodolo,CIN,6,8,0,26,26,137.2,11.63680441,3.203389978,1.503632031,0.35347432,0.80415755,0.46022727,0.18699187,94.32119906,4.314770175,,4.369526927,3.568446534,1.892916195
Blake Treinen,LAD,7,6,7,77,0,77.1,10.59051898,3.025862566,0.698275977,0.231638418,0.81360947,0.53005464,0.11111111,97.64452922,1.978448601,,2.94648216,3.162528351,1.880445998
Bailey Falter,- - -,10,13,0,58,29,195.1,7.648464512,1.843003497,1.566552972,0.299115044,0.71779744,0.36073826,0.13877551,91.39427486,4.377133305,,4.481302191,4.219699877,1.862405932
Matt Harvey,BAL,6,14,0,28,28,127.2,6.697128471,2.608355299,1.339425694,0.330985915,0.60433295,0.42727273,0.12258065,93.57804905,6.274151936,,4.603454602,4.810839446,1.858006835
Daniel Bard,COL,17,14,55,171,0,172,10.0465123,5.546511997,0.837209358,0.281105991,0.73763621,0.43624161,0.1025641,97.14286949,3.872093281,,4.295932745,4.580116481,1.845774591
Rafael Montero,- - -,13,9,22,178,0,181,9.348067136,3.381215772,0.895027704,0.312757202,0.67324955,0.49699399,0.10843373,96.21395934,4.325967238,,3.687989609,3.890809819,1.839650834
Logan Allen,CLE,7,7,0,23,23,122.1,8.681199271,3.384196326,1.10354228,0.304985337,0.79310345,0.42450142,0.1171875,91.57697906,3.604904782,,4.077254133,4.219751292,1.814796805
Jeff Hoffman,- - -,9,7,1,114,12,166.2,10.26000121,4.644000549,1.080000128,0.275534442,0.75980392,0.36697248,0.10752688,94.99114788,3.672000434,,4.188992303,4.458718768,1.813803207
Trevor Bauer,LAD,8,5,0,17,17,107.2,11.45201265,3.09287933,1.588235332,0.220338983,0.88862559,0.33466135,0.15966387,93.96918403,2.591331331,,4.033811233,3.689778033,1.809599638
Mitch White,- - -,2,11,0,56,22,158.1,7.957895616,3.353684581,0.966315896,0.305439331,0.61630219,0.4244898,0.0923913,93.96275753,5.058947927,,3.943304865,4.373952152,1.803802613
Bryan Baker,- - -,8,6,1,113,2,115.2,9.959656533,3.890490833,0.544668717,0.297945205,0.723589,0.39189189,0.05833333,96.1319742,3.50144175,,3.144332159,3.980467141,1.793240797
Danny Coulombe,- - -,8,3,2,94,1,93.1,9.160716938,2.507143583,0.771428795,0.294354839,0.78732106,0.42231076,0.08421053,91.10089132,2.700000782,,3.185884341,3.773248625,1.782360643
Matt Moore,- - -,11,7,5,133,13,195.2,9.337309061,4.139693672,1.149914909,0.27961165,0.75982533,0.39353612,0.1146789,93.36485726,3.771720901,,4.213169082,4.384365918,1.768293291
Jordan Lyles,- - -,26,41,0,93,91,525.2,6.899809899,2.568167456,1.74635387,0.291163382,0.69364162,0.37099698,0.1440678,92.34534343,5.307546076,,5.144008646,4.822468808,1.76262931
Justin Lawrence,COL,8,8,12,119,0,127.2,9.446477219,5.146215201,0.493472691,0.324786325,0.63807531,0.50285714,0.07,,5.146215201,,3.692310898,4.241937844,1.755296309
Brad Keller,KCR,17,30,1,72,57,318.2,7.145398017,4.688284865,1.073221837,0.325102881,0.69131161,0.51144279,0.12969283,94.43394378,5.168410423,,4.795635233,4.735207998,1.748739965
Cristopher Sánchez,PHI,5,6,1,38,20,140,8.421429204,2.442857326,1.285714382,0.286445013,0.70469799,0.56327543,0.18348624,,4.178571743,,4.159582581,3.55702833,1.721643323
Noah Syndergaard,- - -,12,17,0,45,44,225.1,6.11094709,1.997041533,1.477810734,0.292957746,0.69984448,0.4027027,0.12891986,93.5224389,4.992603832,,4.799635046,4.649762896,1.71464856
Fernando Cruz,CIN,1,2,0,67,3,74.2,13.13839532,4.21875079,0.723214421,0.290123457,0.70217918,0.33536585,0.07594937,94.38395303,3.495536369,,2.882650549,3.56274171,1.702805579
Griffin Canning,LAA,12,11,0,36,33,178.2,9.520522727,2.972015031,1.763059764,0.29916318,0.74093264,0.40392157,0.175,94.19224856,4.835821068,,4.733922026,4.089622574,1.696963929
Gregory Soto,- - -,11,18,50,189,0,179,9.553074051,4.776537025,0.70391072,0.270152505,0.66248881,0.47956989,0.08284024,98.75709333,3.82122962,,3.831836353,4.357839876,1.677419692
Brandon Williamson,CIN,4,5,0,21,21,106.2,7.846875187,3.037500072,1.350000032,0.284768212,0.68877551,0.37261146,0.12121212,92.88779164,4.556250109,,4.534815437,4.638602845,1.669458747
Danny Duffy,KCR,4,3,0,13,12,61,9.590163934,3.245901639,0.885245902,0.289308176,0.83841463,0.33333333,0.08219178,93.77345798,2.508196721,,3.399542319,4.232303553,1.668934345
Kendall Graveman,- - -,12,11,24,182,0,184.1,9.276673814,3.905967922,0.830018183,0.274841438,0.78467153,0.4897541,0.11888112,96.32659828,2.783002144,,3.88038834,3.942812237,1.656655756
Daniel Lynch IV,KCR,11,23,0,51,51,252,7.535714856,3.535714553,1.392857248,0.317419355,0.70713023,0.40198511,0.12460064,93.84587209,5.178571821,,4.793503069,4.766782996,1.655113488
Joel Payamps,- - -,10,13,3,142,1,172,7.953489519,2.354651502,1.098837368,0.27926078,0.78507795,0.47808765,0.11666667,94.99752743,2.98255857,,3.912586501,4.04262849,1.649702981
Robert Stephenson,- - -,6,7,2,164,0,153.1,10.50652346,2.817391766,1.291304559,0.290575916,0.69190601,0.33333333,0.12429379,96.8219391,3.991305002,,3.705392223,3.691032076,1.646597579
Shawn Armstrong,- - -,4,3,2,115,8,145.1,9.970184882,2.477064567,1.114679055,0.300771208,0.73341837,0.41133005,0.1125,94.69981763,3.777523465,,3.539717999,3.716090853,1.643936995
Pierce Johnson,- - -,6,12,13,141,2,132,12.47727462,4.431818854,1.159091085,0.343137255,0.76126675,0.37383178,0.13934426,95.67163473,3.886364226,,3.605423962,3.500463644,1.638169587
Trevor Williams,- - -,13,17,1,82,53,321.2,7.862176414,2.937823927,1.594818703,0.318087318,0.748998,0.39641434,0.14467005,90.7873074,4.560621906,,4.831673807,4.52780732,1.637635704
Caleb Ferguson,LAD,8,3,3,98,5,89,9.808990446,3.842697288,0.404494451,0.316239316,0.78903654,0.47639485,0.05882353,95.46959236,2.224719483,,3.224879164,3.850229091,1.624516778
Will Vest,- - -,6,3,2,133,5,140,8.871430264,3.407143507,0.642857265,0.318987342,0.69060773,0.46867168,0.08264463,94.89803185,4.242857952,,3.392475715,3.858214943,1.560952634
Brent Suter,- - -,21,11,1,167,2,204.2,7.519544873,3.078176264,0.923452879,0.290322581,0.70410729,0.47986577,0.10824742,86.96530513,3.429967837,,3.956511326,4.16706049,1.552853515
Eury Pérez,MIA,5,5,0,18,18,88.1,10.80000062,2.852830353,1.426415176,0.263157895,0.84382872,0.26146789,0.11965812,97.48752642,3.05660395,,3.939060729,4.076905232,1.551035881
Matt Barnes,- - -,7,9,32,128,1,115.2,10.73775381,3.968300323,0.933717723,0.310344828,0.69620253,0.44816054,0.10084034,95.35690352,4.279539564,,3.607761079,3.941664176,1.543805528
Adam Ottavino,- - -,14,11,24,197,0,186.1,9.998212592,3.719141882,0.869409791,0.275330396,0.81471136,0.49036403,0.11320755,95.1231347,3.042934267,,3.773708079,3.921379419,1.538425729
Tylor Megill,NYM,16,16,0,56,50,250,8.712000432,3.42000017,1.548000077,0.315864023,0.7253886,0.42527174,0.15693431,95.07815861,4.824000239,,4.735709148,4.326555445,1.536871115
David Robertson,- - -,10,9,38,126,1,135.1,10.97290697,4.256157855,0.997536997,0.268370607,0.78378378,0.44135802,0.11278195,,2.992610992,,3.736705711,3.857745733,1.536003071
Scott Effross,- - -,3,5,4,74,1,71.1,10.09346001,2.018692003,0.630841251,0.291208791,0.69014085,0.45108696,0.07462687,90.97630454,2.775701504,,2.633620328,3.164601588,1.522780819
Joe Jiménez,- - -,9,6,3,168,0,153.2,11.77223593,3.631236953,1.112798421,0.300813008,0.70125428,0.31331593,0.10160428,95.41351143,4.158351995,,3.575942136,3.955405492,1.518858925
Ryan Brasier,- - -,4,4,3,135,0,130.1,8.769822212,2.347826419,0.966752055,0.29494382,0.62590975,0.43243243,0.10218978,95.9076086,4.281330529,,3.503311592,3.75847184,1.515474014
Zach Thompson,- - -,6,17,0,55,36,196.2,7.138983455,3.38644087,1.144067861,0.29480737,0.69105691,0.44625407,0.11574074,92.3423017,4.438983302,,4.420839044,4.516936538,1.511300895
Erick Fedde,WSN,13,22,0,56,54,260.1,7.674776472,3.66453291,1.521126868,0.31639136,0.67076743,0.45700246,0.16117216,,5.635083626,,4.901216335,4.391700082,1.504901458
Enyel De Los Santos,- - -,12,3,1,147,0,149,10.0268475,3.442953659,0.906040437,0.294429708,0.69186047,0.4,0.10067114,95.46406819,3.986577921,,3.61530023,3.938274729,1.495566303
Keegan Akin,BAL,7,15,2,93,19,200.1,8.356074179,3.00998371,1.30282877,0.317324185,0.64502876,0.40826446,0.12446352,92.8476718,5.25624021,,4.230369864,4.280504171,1.49260971
Dakota Hudson,STL,15,9,0,45,37,218.2,5.103658819,3.786585575,0.699695161,0.29505814,0.70348455,0.5278174,0.08673469,91.50413606,4.568597813,,4.520351491,4.898153888,1.451735814
Spencer Turnbull,DET,5,6,0,16,16,81,7.555555733,3.000000071,0.777777796,0.283898305,0.65524194,0.53556485,0.09859155,94.54812096,4.555555663,,3.945135618,4.32554828,1.448383696
Adam Cimber,- - -,13,12,6,171,0,163,6.68098308,1.987730503,0.773006307,0.285123967,0.73105656,0.47861507,0.09090909,86.49749148,3.147239964,,3.800616226,4.212057033,1.443207473
Grayson Rodriguez,BAL,6,4,0,21,21,111.1,9.458084264,3.152694755,1.293413233,0.316498316,0.71539658,0.47115385,0.15238095,97.37804233,4.526946315,,4.131072932,3.828025758,1.430640101
Hoby Milner,MIL,5,4,0,155,0,147.1,9.162898379,1.832579676,1.099547805,0.29925187,0.77373212,0.4622871,0.13235294,89.05170213,3.237557427,,3.568801124,3.465816597,1.428936407
Ryne Stanek,HOU,8,7,3,184,0,171.2,10.17087552,4.666020212,0.891262288,0.256038647,0.79814624,0.34498834,0.08457711,98.09737692,2.883495637,,3.864521922,4.512425579,1.427531563
Kris Bubic,KCR,9,22,0,60,50,275,7.854545836,4.058182015,1.341818247,0.32115869,0.72343833,0.44323671,0.15073529,91.46434622,4.941818422,,4.824600379,4.485643889,1.414215301
Carlos Hernández,KCR,7,17,4,113,22,208,7.961539192,4.326923474,0.951923164,0.294416244,0.6600295,0.36945813,0.088,97.8503923,5.105769699,,4.31777325,4.916049254,1.409153458
Brad Boxberger,- - -,9,8,7,161,0,146.2,10.24772812,3.804545768,1.043181904,0.25915493,0.78104994,0.37016575,0.10897436,92.96714188,3.313636637,,3.837735066,4.050701316,1.388171107
Nick Martinez,SDP,9,8,9,108,17,207.2,8.234350474,3.29374019,1.170144541,0.285714286,0.78323455,0.50337838,0.14754098,93.49646224,3.597110997,,4.243739034,3.926253716,1.383276369
Richard Bleier,- - -,6,4,1,150,1,139.1,5.942585007,1.356459621,0.775119783,0.310961969,0.72133169,0.58,0.125,90.43070812,3.681818971,,3.57076197,3.558090705,1.369920763
Will Smith,- - -,5,16,64,192,0,181,10.09392372,3.331492064,1.243094054,0.268888889,0.70810811,0.32196162,0.11312217,92.493908,3.779005923,,3.957048596,4.159131781,1.369525999
Zach Jackson,OAK,4,4,4,73,0,66,12.27273011,5.863637719,0.272727336,0.303448276,0.74829932,0.26573427,0.02631579,94.2983836,2.863637026,,2.864747895,4.237944889,1.364349127
Ryan Tepera,- - -,7,8,8,136,0,129.1,9.185568523,2.992268534,0.974226965,0.244712991,0.70643642,0.42772861,0.10071942,92.99083414,3.548969657,,3.7240684,4.062602644,1.357904896
Garrett Richards,- - -,8,9,4,72,24,179.1,7.578067371,3.663568994,1.104089286,0.328467153,0.67010309,0.48330404,0.12290503,94.49388081,4.968401786,,4.422128624,4.525071632,1.351397328
